ModelName,DS-5624A
FileVersion,6
Acquisition Time,2026/06/02 20:27:16
Time/div(second),2E-03
Delay(second),-6.00E-03
Delta(second),40E-06
Acquisition Mode,Average,1024
Trigger Address,100
CH1 Display,On
CH2 Display,Off
CH3 Display,Off
CH4 Display,On
CH1 Volt/div,2.00E-03
CH2 Volt/div,100E-03
CH3 Volt/div,100E-03
CH4 Volt/div,2.00E+00
CH1 Offset,7.00E-03
CH2 Offset,50.0E-03
CH3 Offset,-50.0E-03
CH4 Offset,-6.00E+00
CH1 Coupling,DC50
CH2 Coupling,DC1M
CH3 Coupling,DC1M
CH4 Coupling,DC1M
CH1 Bandwidth,Full
CH2 Bandwidth,Full
CH3 Bandwidth,Full
CH4 Bandwidth,Full
Points,501
Ch1 V,Ch2 V,Ch3 V,Ch4 V
-8.789E-06,,,-5.395E-02
-4.150E-06,,,-5.297E-02
-7.568E-06,,,-5.395E-02
-1.953E-05,,,-5.346E-02
-1.123E-05,,,-5.371E-02
-8.544E-06,,,-5.346E-02
-4.638E-06,,,-5.297E-02
-6.591E-06,,,-5.346E-02
-1.342E-05,,,-5.249E-02
-9.277E-06,,,-5.346E-02
-1.684E-05,,,-5.297E-02
-1.025E-05,,,-5.444E-02
-1.342E-05,,,-5.249E-02
-1.538E-05,,,-5.297E-02
-1.342E-05,,,-5.224E-02
-1.757E-05,,,-5.322E-02
-1.416E-05,,,-5.468E-02
-2.319E-05,,,-5.151E-02
-1.855E-05,,,-5.297E-02
-1.977E-05,,,-5.371E-02
-1.171E-05,,,-5.273E-02
-2.026E-05,,,-5.322E-02
-2.587E-05,,,-5.444E-02
-2.001E-05,,,-5.297E-02
-1.123E-05,,,-5.273E-02
-1.611E-05,,,-5.297E-02
-1.660E-05,,,-5.273E-02
-1.220E-05,,,-5.346E-02
-1.318E-05,,,-5.444E-02
-1.074E-05,,,-5.395E-02
-1.660E-05,,,-5.395E-02
-1.220E-05,,,-5.346E-02
-1.293E-05,,,-5.371E-02
-1.123E-05,,,-5.273E-02
-3.173E-06,,,-5.273E-02
-2.929E-06,,,-5.200E-02
-7.568E-06,,,-5.395E-02
-2.441E-06,,,-5.346E-02
-8.789E-06,,,-5.249E-02
-4.150E-06,,,-5.151E-02
-1.171E-05,,,-5.126E-02
-7.812E-06,,,-5.297E-02
-1.147E-05,,,-5.395E-02
-1.708E-05,,,-5.322E-02
-1.342E-05,,,-5.297E-02
-2.221E-05,,,-5.224E-02
-1.220E-05,,,-5.297E-02
-9.521E-06,,,-5.371E-02
-1.635E-05,,,-5.346E-02
-1.611E-05,,,-5.273E-02
-1.171E-05,,,-5.322E-02
-1.269E-05,,,-5.346E-02
-1.733E-05,,,-5.151E-02
-2.001E-05,,,-5.297E-02
-1.635E-05,,,-5.322E-02
-1.733E-05,,,-5.273E-02
-1.513E-05,,,-5.371E-02
-1.171E-05,,,-5.346E-02
-8.789E-06,,,-5.322E-02
-8.056E-06,,,-5.249E-02
1.220E-06,,,-5.322E-02
-1.318E-05,,,-5.249E-02
-4.150E-06,,,-5.200E-02
-4.394E-06,,,-5.395E-02
-1.464E-06,,,-5.322E-02
-9.765E-06,,,-5.273E-02
-1.171E-05,,,-5.249E-02
-6.103E-06,,,-5.151E-02
-1.025E-05,,,-5.151E-02
-9.521E-06,,,-5.249E-02
-9.277E-06,,,-5.297E-02
-1.293E-05,,,-5.273E-02
-1.098E-05,,,-5.273E-02
-1.025E-05,,,-5.346E-02
-9.765E-06,,,-5.297E-02
-1.245E-05,,,-5.322E-02
-1.098E-05,,,-5.200E-02
-1.293E-05,,,-5.297E-02
-1.513E-05,,,-5.371E-02
-1.269E-05,,,-5.224E-02
-1.635E-05,,,-5.175E-02
-2.026E-05,,,-5.322E-02
-1.318E-05,,,-5.249E-02
-1.318E-05,,,-5.297E-02
-8.056E-06,,,-5.322E-02
-1.391E-05,,,-5.322E-02
-7.324E-06,,,-5.419E-02
-9.277E-06,,,-5.249E-02
-1.391E-05,,,-5.224E-02
-6.347E-06,,,-5.175E-02
-1.171E-05,,,-5.297E-02
-3.906E-06,,,-5.224E-02
-1.367E-05,,,-5.371E-02
-7.568E-06,,,-5.371E-02
-7.812E-06,,,-5.493E-02
-1.074E-05,,,-5.395E-02
-7.568E-06,,,-5.322E-02
-5.126E-06,,,-5.346E-02
-4.882E-06,,,-5.297E-02
-5.371E-06,,,-5.371E-02
-1.196E-05,,,-5.468E-02
-1.660E-05,,,-5.322E-02
-1.171E-05,,,-5.297E-02
-1.293E-05,,,-5.346E-02
-2.099E-05,,,-5.297E-02
-1.049E-05,,,-5.371E-02
-1.342E-05,,,-5.395E-02
-1.855E-05,,,-5.346E-02
-1.025E-05,,,-5.395E-02
-9.765E-06,,,-5.346E-02
-2.001E-05,,,-5.273E-02
-1.904E-05,,,-5.322E-02
-1.806E-05,,,-5.322E-02
-1.708E-05,,,-5.297E-02
-2.319E-05,,,-5.273E-02
-1.855E-05,,,-5.346E-02
-1.196E-05,,,-5.444E-02
-2.001E-05,,,-5.346E-02
-1.025E-05,,,-5.371E-02
-1.318E-05,,,-5.273E-02
-1.708E-06,,,-5.224E-02
-9.277E-06,,,-5.273E-02
-2.929E-06,,,-5.249E-02
-5.615E-06,,,-5.224E-02
-7.568E-06,,,-5.126E-02
0.000E-03,,,-5.273E-02
-1.953E-06,,,-5.297E-02
-1.562E-05,,,-5.297E-02
-7.812E-06,,,-5.249E-02
-8.544E-06,,,-5.200E-02
-5.615E-06,,,-5.200E-02
-7.812E-06,,,-5.273E-02
-5.371E-06,,,-5.371E-02
-1.123E-05,,,-5.273E-02
-1.464E-05,,,-5.273E-02
-1.513E-05,,,-5.371E-02
-7.812E-06,,,-5.249E-02
-1.196E-05,,,-5.297E-02
-1.562E-05,,,-5.249E-02
-1.953E-05,,,-5.297E-02
-1.635E-05,,,-5.297E-02
-1.513E-05,,,-5.224E-02
-8.300E-06,,,-5.151E-02
-1.318E-05,,,-5.444E-02
-1.733E-05,,,-5.224E-02
-1.464E-05,,,-5.346E-02
-6.103E-06,,,-5.273E-02
-4.150E-06,,,-5.297E-02
-9.033E-06,,,-5.224E-02
-9.521E-06,,,-5.175E-02
-6.835E-06,,,-5.322E-02
-1.147E-05,,,-5.175E-02
-1.440E-05,,,-5.126E-02
-9.277E-06,,,-5.297E-02
-5.126E-06,,,-5.249E-02
-1.953E-06,,,-5.371E-02
-1.708E-06,,,-5.200E-02
-1.708E-06,,,-5.273E-02
-5.859E-06,,,-5.200E-02
-9.765E-06,,,-5.297E-02
-8.300E-06,,,-5.102E-02
-9.277E-06,,,-5.249E-02
-1.147E-05,,,-5.102E-02
-1.147E-05,,,-5.249E-02
-1.342E-05,,,-5.346E-02
-9.765E-06,,,-5.322E-02
-1.391E-05,,,-5.273E-02
-2.050E-05,,,-5.224E-02
-9.277E-06,,,-5.346E-02
-1.074E-05,,,-5.273E-02
-1.147E-05,,,-5.273E-02
-1.293E-05,,,-5.322E-02
-1.928E-05,,,-5.371E-02
-1.977E-05,,,-5.297E-02
-1.757E-05,,,-5.273E-02
-1.684E-05,,,-5.297E-02
-1.245E-05,,,-5.346E-02
-1.684E-05,,,-5.273E-02
-5.859E-06,,,-5.395E-02
-1.513E-05,,,-5.346E-02
-3.173E-06,,,-5.395E-02
-3.662E-06,,,-5.322E-02
-1.538E-05,,,-5.395E-02
-8.300E-06,,,-5.322E-02
-5.126E-06,,,-5.371E-02
-9.521E-06,,,-5.395E-02
-9.765E-06,,,-5.346E-02
-1.098E-05,,,-5.371E-02
-1.416E-05,,,-5.419E-02
-1.611E-05,,,-5.273E-02
-1.464E-05,,,-5.346E-02
-1.782E-05,,,-5.346E-02
-1.245E-05,,,-5.322E-02
-2.075E-05,,,-5.395E-02
-1.904E-05,,,-5.322E-02
-1.708E-05,,,-5.297E-02
-1.342E-05,,,-5.322E-02
-1.904E-05,,,-5.346E-02
-1.245E-05,,,-5.395E-02
-1.855E-05,,,-5.297E-02
-1.562E-05,,,-5.322E-02
-2.270E-05,,,-5.419E-02
-2.148E-05,,,-5.297E-02
-1.367E-05,,,-5.419E-02
-1.367E-05,,,-5.224E-02
-1.367E-05,,,-5.249E-02
-1.806E-05,,,-5.297E-02
-5.126E-06,,,-5.371E-02
-1.464E-05,,,-5.322E-02
-5.615E-06,,,-5.346E-02
-1.611E-05,,,-5.273E-02
-1.489E-05,,,-5.297E-02
-1.416E-05,,,-5.322E-02
-1.000E-05,,,-5.395E-02
-1.049E-05,,,-5.273E-02
1.464E-06,,,-5.200E-02
-9.765E-07,,,-5.200E-02
-1.196E-05,,,-5.224E-02
-1.391E-05,,,-5.175E-02
-1.098E-05,,,-5.371E-02
-1.611E-05,,,-5.151E-02
-1.562E-05,,,-5.200E-02
-5.615E-06,,,-5.249E-02
-1.000E-05,,,-5.322E-02
-6.347E-06,,,-5.249E-02
-1.245E-05,,,-5.102E-02
-1.562E-05,,,-5.273E-02
-1.196E-05,,,-5.249E-02
-1.611E-05,,,-5.322E-02
-9.033E-06,,,-5.273E-02
-1.562E-05,,,-5.322E-02
-9.277E-06,,,-5.371E-02
-3.417E-06,,,-5.224E-02
-9.765E-06,,,-5.224E-02
-5.371E-06,,,-5.273E-02
-4.394E-06,,,-5.175E-02
-8.056E-06,,,-5.175E-02
-1.245E-05,,,-5.151E-02
-7.080E-06,,,-5.346E-02
-6.103E-06,,,-5.273E-02
-9.765E-06,,,-5.273E-02
-3.173E-06,,,-5.249E-02
-2.929E-06,,,-5.346E-02
2.685E-06,,,-5.273E-02
-6.347E-06,,,-5.346E-02
-3.906E-06,,,-5.371E-02
-1.049E-05,,,-5.346E-02
-6.835E-06,,,-5.175E-02
-8.056E-06,,,-5.371E-02
-8.056E-06,,,-5.444E-02
-3.417E-06,,,-5.419E-02
-8.789E-06,,,-5.322E-02
-1.049E-05,,,-5.297E-02
-1.611E-05,,,-5.322E-02
-9.033E-06,,,-5.297E-02
-1.660E-05,,,-5.346E-02
-1.489E-05,,,-5.346E-02
-1.513E-05,,,-5.444E-02
-1.098E-05,,,-5.224E-02
-2.246E-05,,,-5.395E-02
-2.001E-05,,,-5.322E-02
-1.806E-05,,,-5.395E-02
-2.172E-05,,,-5.346E-02
-1.660E-05,,,-5.371E-02
-2.343E-05,,,-5.224E-02
-1.269E-05,,,-5.200E-02
-1.147E-05,,,-5.273E-02
-1.660E-05,,,-5.322E-02
-8.056E-06,,,-5.371E-02
-9.277E-06,,,-5.273E-02
-3.173E-06,,,-5.224E-02
-6.591E-06,,,-5.273E-02
-1.098E-05,,,-5.419E-02
-1.342E-05,,,-5.444E-02
-1.342E-05,,,-5.249E-02
-9.521E-06,,,-5.297E-02
-1.220E-05,,,-5.346E-02
-1.318E-05,,,-5.395E-02
-1.025E-05,,,-5.297E-02
-1.220E-05,,,-5.468E-02
-1.074E-05,,,-5.249E-02
-1.123E-05,,,-5.371E-02
-1.757E-05,,,-5.419E-02
-1.538E-05,,,-5.395E-02
-2.294E-05,,,-5.395E-02
-2.026E-05,,,-5.346E-02
-2.124E-05,,,-5.419E-02
-2.026E-05,,,-5.346E-02
-2.246E-05,,,-5.419E-02
-1.538E-05,,,-5.224E-02
-1.538E-05,,,-5.346E-02
-1.782E-05,,,-5.224E-02
-1.660E-05,,,-5.322E-02
-1.000E-05,,,-5.224E-02
-8.789E-06,,,-5.297E-02
-9.521E-06,,,-5.346E-02
7.324E-07,,,-5.346E-02
-2.441E-06,,,-5.224E-02
-8.300E-06,,,-5.249E-02
-1.220E-06,,,-5.346E-02
-9.277E-06,,,-5.346E-02
-5.859E-06,,,-5.224E-02
-8.544E-06,,,-5.151E-02
4.150E-06,,,-5.297E-02
-4.882E-06,,,-5.297E-02
-7.324E-06,,,-5.224E-02
-5.615E-06,,,-5.175E-02
4.638E-06,,,-5.273E-02
-1.049E-05,,,-5.322E-02
-5.126E-06,,,-5.297E-02
-9.765E-06,,,-5.273E-02
-1.025E-05,,,-5.322E-02
-1.342E-05,,,-5.249E-02
-1.391E-05,,,-5.224E-02
-1.440E-05,,,-5.249E-02
-1.147E-05,,,-5.322E-02
-7.324E-06,,,-5.151E-02
-1.586E-05,,,-5.297E-02
-8.544E-06,,,-5.249E-02
-9.765E-06,,,-5.175E-02
-1.489E-05,,,-5.249E-02
-1.708E-05,,,-5.249E-02
-1.269E-05,,,-5.273E-02
-7.812E-06,,,-5.346E-02
-1.684E-05,,,-5.175E-02
-1.586E-05,,,-5.224E-02
-1.513E-05,,,-5.224E-02
-7.812E-06,,,-5.249E-02
-5.859E-06,,,-5.175E-02
-4.150E-06,,,-5.249E-02
-7.812E-06,,,-5.273E-02
-9.765E-06,,,-5.224E-02
-2.929E-06,,,-5.200E-02
-1.196E-05,,,-5.249E-02
-4.638E-06,,,-5.249E-02
-1.391E-05,,,-5.200E-02
-1.269E-05,,,-5.322E-02
-1.513E-05,,,-5.346E-02
-7.324E-07,,,-5.200E-02
-6.347E-06,,,-5.200E-02
-1.000E-05,,,-5.297E-02
-1.293E-05,,,-5.249E-02
-1.538E-05,,,-5.249E-02
-2.001E-05,,,-5.371E-02
-1.928E-05,,,-5.346E-02
-2.026E-05,,,-5.273E-02
-2.197E-05,,,-5.224E-02
-1.953E-05,,,-5.371E-02
-1.367E-05,,,-5.346E-02
-1.562E-05,,,-5.419E-02
-1.953E-05,,,-5.346E-02
-2.612E-05,,,-5.249E-02
-1.098E-05,,,-5.395E-02
-1.538E-05,,,-5.126E-02
-1.367E-05,,,-5.297E-02
-6.591E-06,,,-5.151E-02
-8.789E-06,,,-5.444E-02
-1.074E-05,,,-5.346E-02
-1.098E-05,,,-5.419E-02
-7.812E-06,,,-5.273E-02
-1.245E-05,,,-5.273E-02
-1.586E-05,,,-5.297E-02
-8.056E-06,,,-5.297E-02
-1.269E-05,,,-5.224E-02
-1.245E-05,,,-5.419E-02
-7.080E-06,,,-5.200E-02
-1.489E-05,,,-5.346E-02
-7.812E-06,,,-5.249E-02
-1.757E-05,,,-5.419E-02
